Symbol,price,size,timestamp,exchange,conditions,id,tape
ASH,24.35703479576415,66,2,2,2,2,2
ASH,24.35703479576415,75,4,4,4,4,4
ASH,24.35703479576415,86,4,4,4,4,4
ASH,24.35703479576415,90,2,2,2,2,2
ASH,24.35703479576415,98,2,2,2,2,2
ASH,24.35703479576415,100,18,18,18,18,18
ASH,24.35703479576415,200,2,2,2,2,2
ASH,24.40847201210302,100,2,2,2,2,2
ASH,24.508320726172485,100,4,4,4,4,4
ASH,24.65960665658125,1,34,34,34,34,34
ASH,24.65960665658125,2,6,6,6,6,6
ASH,24.65960665658125,3,4,4,4,4,4
ASH,24.65960665658125,4,8,8,8,8,8
ASH,24.65960665658125,5,8,8,8,8,8
ASH,24.65960665658125,6,2,2,2,2,2
ASH,24.65960665658125,10,5,5,5,5,5
ASH,24.65960665658125,15,2,2,2,2,2
ASH,24.65960665658125,20,9,9,9,9,9
ASH,24.65960665658125,28,2,2,2,2,2
ASH,24.65960665658125,30,4,4,4,4,4
ASH,24.65960665658125,33,2,2,2,2,2
ASH,24.65960665658125,45,2,2,2,2,2
ASH,24.65960665658125,70,2,2,2,2,2
ASH,24.65960665658125,94,2,2,2,2,2
