Symbol,price,size,timestamp
NTRS,83.6,50,1
NTRS,83.7,6,1
NTRS,84.2,14,1
NTRS,84.2,38,1
NTRS,84.2,47,1
NTRS,84.2,48,1
NTRS,84.2,54,1
NTRS,84.2,93,1
NTRS,84.2,95,1
NTRS,84.2,200,1
NTRS,84.4,100,1
NTRS,84.4,200,1
NTRS,84.5,7,1
NTRS,84.5,15,1
NTRS,84.5,88,1
NTRS,84.5,99,1
NTRS,84.7,2,1
NTRS,84.8,6,1
NTRS,84.8,14,1
NTRS,84.2,7,1
NTRS,84.2,6,1
NTRS,84.1,475,1
NTRS,84.1,61,1
NTRS,83.7,8,1
NTRS,83.7,15,1
NTRS,83.7,19,1
NTRS,83.7,20,1
NTRS,83.7,24,1
NTRS,83.7,25,1
NTRS,83.7,29,1
NTRS,83.7,30,1
NTRS,83.6,100,1
NTRS,83.7,46,1
NTRS,83.8,4,1
NTRS,83.8,100,1
NTRS,83.9,4,1
NTRS,83.9,1000,1
NTRS,84.0,2,1
NTRS,84.0,4,1
NTRS,84.0,9,1
NTRS,84.0,14,1
NTRS,83.7,50,1
NTRS,80.8,30,1
NTRS,82.6,24,1
NTRS,82.6,10,1
NTRS,81.3,11,1
NTRS,81.3,12,1
NTRS,81.3,16,1
NTRS,81.3,18,1
NTRS,81.3,20,1
NTRS,81.3,28,1
NTRS,81.3,33,1
NTRS,81.3,91,1
NTRS,81.3,121,1
NTRS,81.4,57,1
NTRS,81.5,1,1
NTRS,81.5,10,1
NTRS,81.5,100,1
NTRS,81.6,8,1
NTRS,81.6,12,1
NTRS,81.6,42,1
NTRS,81.6,85,1
NTRS,81.3,9,1
NTRS,81.3,7,1
NTRS,81.3,5,1
NTRS,81.2,100,1
NTRS,80.8,59,1
NTRS,80.8,63,1
NTRS,80.8,64,1
NTRS,80.8,91,1
NTRS,80.9,2,1
NTRS,81.0,4,1
NTRS,81.0,8,1
NTRS,81.0,10,1
NTRS,81.6,91,1
NTRS,81.0,11,1
NTRS,81.0,17,1
NTRS,81.0,39,1
NTRS,81.0,50,1
NTRS,81.0,83,1
NTRS,81.0,131,1
NTRS,81.0,1000,1
NTRS,81.1,4,1
NTRS,81.2,19,1
NTRS,81.0,13,1
NTRS,82.6,12,1
NTRS,81.7,4,1
NTRS,81.8,3,1
NTRS,82.1,99,1
NTRS,82.2,5,1
NTRS,82.2,11,1
NTRS,82.4,3,1
NTRS,82.4,4,1
NTRS,82.4,5,1
NTRS,82.4,10,1
NTRS,82.4,43,1
NTRS,82.4,44,1
NTRS,82.4,60,1
NTRS,82.4,110,1
NTRS,82.4,112,1
NTRS,82.5,1,1
NTRS,82.5,100,1
NTRS,82.6,2,1
NTRS,82.6,3,1
NTRS,82.6,4,1
NTRS,82.1,50,1
NTRS,82.1,40,1
NTRS,82.1,36,1
NTRS,82.1,19,1
NTRS,81.8,14,1
NTRS,81.8,15,1
NTRS,81.8,18,1
NTRS,81.8,47,1
NTRS,81.8,50,1
NTRS,81.8,56,1
NTRS,81.8,109,1
NTRS,81.8,123,1
NTRS,81.7,5,1
NTRS,81.9,100,1
NTRS,82.0,5,1
NTRS,82.0,10,1
NTRS,82.0,12,1
NTRS,82.0,104,1
NTRS,82.1,3,1
NTRS,82.1,4,1
NTRS,82.1,8,1
NTRS,82.1,10,1
NTRS,82.0,4,1
NTRS,77.6,8,1
NTRS,77.6,7,1
NTRS,77.6,4,1
NTRS,69.7,35,1
NTRS,69.7,76,1
NTRS,69.8,3,1
NTRS,69.8,5,1
NTRS,69.8,10,1
NTRS,69.8,90,1
NTRS,69.9,23,1
NTRS,69.9,38,1
NTRS,69.9,46,1
NTRS,69.9,50,1
NTRS,69.9,62,1
NTRS,69.9,8332,1
NTRS,70.0,1,1
NTRS,70.1,5,1
NTRS,70.2,3,1
NTRS,70.2,5,1
NTRS,70.2,10,1
NTRS,69.7,3,1
NTRS,69.7,2,1
NTRS,69.7,1,1
NTRS,69.6,8332,1
NTRS,68.3,50,1
NTRS,68.8,1,1
NTRS,68.8,2,1
NTRS,68.8,24,1
NTRS,68.8,66,1
NTRS,69.1,1,1
NTRS,69.1,2,1
NTRS,69.1,24,1
NTRS,70.2,90,1
NTRS,69.1,66,1
NTRS,69.3,3,1
NTRS,69.3,35,1
NTRS,69.3,76,1
NTRS,69.6,23,1
NTRS,69.6,38,1
NTRS,69.6,46,1
