Symbol,price,size,timestamp
GRMN,54.6,70,1
LDOS,53.3,94,1
LDOS,53.3,67,1
LDOS,53.3,33,1
LDOS,53.3,26,1
LDOS,53.3,24,1
LDOS,53.3,22,1
LDOS,53.3,7,1
LDOS,53.3,6,1
LDOS,53.3,4,1
LDOS,53.3,2,1
LDOS,53.2,4,1
LDOS,53.2,2,1
LDOS,53.1,251,1
LDOS,53.1,110,1
LDOS,53.1,104,1
LDOS,53.3,155,1
LDOS,53.1,95,1
LDOS,53.3,200,1
LDOS,53.6,143,1
LDOS,54.7,83,1
LDOS,54.5,10,1
LDOS,54.5,1,1
LDOS,54.3,71,1
LDOS,54.3,25,1
LDOS,54.3,5,1
LDOS,54.2,2,1
LDOS,54.0,52,1
LDOS,54.0,48,1
LDOS,54.0,2,1
LDOS,54.0,1,1
LDOS,53.8,167,1
LDOS,53.8,10,1
LDOS,53.8,8,1
LDOS,53.8,2,1
LDOS,53.6,1,1
LDOS,54.7,100,1
LDOS,53.1,74,1
LDOS,53.1,48,1
LDOS,52.2,80,1
LDOS,52.2,1,1
LDOS,51.8,20,1
LDOS,51.6,2,1
LDOS,51.3,87,1
LDOS,51.3,81,1
LDOS,51.3,20,1
LDOS,51.3,15,1
LDOS,51.3,9,1
LDOS,51.2,40,1
LDOS,51.1,55,1
LDOS,51.1,10,1
LDOS,51.1,2,1
LDOS,50.9,16,1
LDOS,50.9,15,1
LDOS,52.4,50,1
LDOS,53.1,66,1
LDOS,52.4,90,1
LDOS,52.5,1,1
LDOS,53.1,28,1
LDOS,53.1,25,1
LDOS,53.1,20,1
LDOS,53.1,15,1
LDOS,53.1,12,1
LDOS,53.1,6,1
LDOS,53.1,5,1
LDOS,53.1,3,1
LDOS,53.1,1,1
LDOS,52.9,100,1
LDOS,52.9,31,1
LDOS,52.9,2,1
LDOS,52.5,100,1
LDOS,52.5,3,1
LDOS,52.5,2,1
LDOS,52.4,100,1
LDOS,54.8,1,1
LDOS,54.9,9,1
LDOS,55.1,2,1
LDOS,59.0,1,1
LDOS,58.9,100,1
LDOS,58.9,10,1
LDOS,58.9,9,1
LDOS,58.9,2,1
LDOS,58.8,2,1
LDOS,58.7,100,1
LDOS,58.7,6,1
LDOS,58.5,300,1
LDOS,58.5,8,1
LDOS,58.4,100,1
LDOS,58.4,31,1
LDOS,58.4,10,1
LDOS,58.3,50,1
LDOS,58.0,100,1
LDOS,59.0,39,1
LDOS,58.0,1,1
LDOS,59.1,100,1
LDOS,59.2,25,1
LDOS,59.8,9,1
LDOS,59.8,3,1
LDOS,59.8,2,1
LDOS,59.6,25,1
LDOS,59.6,15,1
LDOS,59.6,13,1
LDOS,59.6,6,1
LDOS,59.6,2,1
LDOS,59.6,1,1
LDOS,59.5,1,1
LDOS,59.4,75,1
LDOS,59.4,25,1
LDOS,59.4,1,1
LDOS,59.2,50,1
LDOS,59.2,30,1
LDOS,59.2,20,1
LDOS,57.8,11,1
LDOS,57.8,10,1
LDOS,57.8,7,1
LDOS,56.5,100,1
LDOS,56.5,95,1
LDOS,56.5,6,1
LDOS,56.5,5,1
LDOS,56.5,1,1
LDOS,56.3,100,1
